,Player,GM,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,club,year
16,"Crameri, Stewart",16,7.625,4.4375,5.375,13,1.875,0.8125,0,2,0,2.8125,0.375,1.9375,0.6875,0.875,0.0625,6.6875,6.75,1.375,1.625,1.5625,0.125,ESS,2013
17,"Hurley, Michael",16,8.0625,5.0625,4.625,12.6875,1.5,1,0,0.4375,0.1875,2.5,0.0625,1.5625,0.6875,0.4375,0.0625,5.6875,7.3125,0.9375,2.3125,1.9375,0.0625,ESS,2013
18,"Fletcher, Dustin",13,11.61538462,4.846153846,3.615384615,15.23076923,0,0,0,1.076923077,5.153846154,0.615384615,0.076923077,1.615384615,0,0.692307692,0,2.769230769,10.15384615,0.153846154,0,5,0.153846154,ESS,2013
19,"Pears, Tayte",11,10.09090909,5.909090909,7.545454545,17.63636364,0,0,0,2.363636364,2.272727273,1.545454545,0.181818182,1.636363636,0.545454545,0.909090909,0,4.090909091,13.09090909,0.454545455,0,3.181818182,0.545454545,ESS,2013
20,"Bellchambers, Tom",18,6.277777778,4,4,10.27777778,1.555555556,0.611111111,21.94444444,1.277777778,0.333333333,1.055555556,1.5,1.888888889,1.444444444,1.166666667,0.277777778,5.666666667,4.555555556,1.666666667,1.611111111,1.611111111,0.055555556,ESS,2013
21,"Winderlich, Jason",12,8.583333333,6.583333333,6.166666667,14.75,1.416666667,0.666666667,0,2.5,0.583333333,2.5,0.416666667,0.333333333,0.333333333,0.083333333,0.166666667,4.583333333,10.5,0.666666667,1.583333333,0.75,0.166666667,ESS,2013
22,"Merrett, Jackson",13,6.538461538,2.769230769,4.384615385,10.92307692,0.461538462,0.307692308,0,3.153846154,0.461538462,1.846153846,0.307692308,1.461538462,0.692307692,0.923076923,0,3.846153846,6.923076923,0,0.307692308,0.615384615,0.076923077,ESS,2013
23,"Davey, Alwyn",14,5.571428571,1.785714286,3.928571429,9.5,1.357142857,0.857142857,0,3.285714286,0.071428571,0.857142857,0.357142857,1,0.285714286,0.714285714,0,4.071428571,5.142857143,0.071428571,1,0.5,0.428571429,ESS,2013
24,"Hardingham, Kyle",8,8,5.375,5.375,13.375,0.375,0.375,0,1.625,2.5,1.125,0.375,1.625,0,0.25,0,5.5,8,1.25,0.75,1.75,0.375,ESS,2013
25,"Jetta, Leroy",8,5.375,1.75,5.875,11.25,0.5,0.75,0,3.75,0.375,2.625,1.375,1.125,0.5,0.5,0,5,6.375,0.25,0.25,1,1.125,ESS,2013
26,"Colyer, Travis",7,8.142857143,3.714285714,4.571428571,12.71428571,0.714285714,0.428571429,0,1.428571429,0.714285714,2.142857143,0.285714286,1.285714286,0,0.142857143,0,4.571428571,7.857142857,0.285714286,0.857142857,0.857142857,1.285714286,ESS,2013
27,"Gumbleton, Scott",7,5.428571429,5.285714286,4.142857143,9.571428571,1.714285714,0.857142857,0.428571429,1.285714286,0,1.285714286,0,1,0.571428571,0.285714286,0,4.571428571,5.428571429,1.571428571,2,1,0.142857143,ESS,2013
28,"Daniher, Joe",5,7.2,5.4,5,12.2,0.6,1.8,0.6,0.6,0.2,2,0.4,1.8,1,1,0,4.4,8,1.2,1.6,2.2,0.6,ESS,2013
29,"Hille, David",4,8,3.25,6.75,14.75,0.25,1,15.5,1,0,2.5,3,1.75,1.5,1,0,7.25,6.75,0.75,0.75,0.75,0,ESS,2013
30,"Dalgleish, Lauchlan",3,10.33333333,4.666666667,3.666666667,14,0.333333333,0,0,0.666666667,2.333333333,2.333333333,1.333333333,1.333333333,0.333333333,0.666666667,0,2.333333333,11,0,0,0.333333333,0.666666667,ESS,2013
31,"Kavanagh, Elliott",3,6.333333333,3,7,13.33333333,0.666666667,0,0,3,1.333333333,2.333333333,1.666666667,3.666666667,0.333333333,1.333333333,0,5,8.333333333,0.333333333,0,0,0,ESS,2013
32,"DellOlio, Cory",3,7.666666667,1.333333333,5.333333333,13,1,0.666666667,0,4.333333333,0,2.666666667,0,0.666666667,1,0.333333333,0,6,7.333333333,0.333333333,0,0.666666667,0,ESS,2013
33,"Lovett-Murray, Nathan",3,6,3.333333333,6.666666667,12.66666667,0.333333333,0.666666667,0.666666667,1.333333333,0,2.666666667,2.666666667,1.333333333,0,1,0,4.666666667,7.666666667,0,0.333333333,0.333333333,0.333333333,ESS,2013
34,"OBrien, Nick",3,5.333333333,1.333333333,5.333333333,10.66666667,0.333333333,0,0,2,0.666666667,1.333333333,2,1.333333333,0.333333333,0,0,6,4.666666667,0.333333333,0,1,0,ESS,2013
35,"Hams, Will",2,0.5,0,3,3.5,0,0,0,1,0,0.5,0.5,1,0,0.5,0,1.5,2,0,0,0.5,0,ESS,2013
0,"Barlow, Michael",24,12.58333333,4.166666667,13.91666667,26.5,0.583333333,0.541666667,1.125,5.916666667,1.583333333,2.916666667,5.041666667,2.833333333,0.708333333,0.875,0.583333333,12.75,13.33333333,0.208333333,0.5,0.375,0.208333333,FRE,2013
1,"Fyfe, Nat",22,15.40909091,4.454545455,10.45454545,25.86363636,0.818181818,0.590909091,1.454545455,3.363636364,1.227272727,4.272727273,5.863636364,4.181818182,1.136363636,1.5,0.818181818,13.90909091,12.54545455,1.136363636,0.818181818,1.318181818,0.954545455,FRE,2013
2,"Mundy, David",22,14.45454545,4.090909091,9.727272727,24.18181818,0.318181818,0.409090909,1,5.454545455,1.954545455,4.318181818,6,2.909090909,0.909090909,1,0.727272727,11.36363636,13.36363636,0.318181818,0.318181818,1.227272727,0.227272727,FRE,2013
3,"Pearce, Danyle",25,13.04,3.6,7.28,20.32,0.4,0.84,0,3.4,1.64,4.36,2.28,1.96,0.64,0.64,0.08,6.84,13.88,0.04,0.12,0.56,0.8,FRE,2013
4,"Mzungu, Tendai",25,11.48,5.08,6.76,18.24,0.64,0.2,0.36,2.84,2.28,1.76,1.2,2.24,0.76,1,0.12,6.68,11.6,0.56,0.76,1.36,0.48,FRE,2013
5,"Johnson, Michael",23,13.95652174,6.913043478,5.47826087,19.43478261,0.217391304,0.086956522,0.217391304,1.913043478,3.304347826,1.739130435,0.086956522,1.826086957,0.782608696,0.47826087,0.173913043,4.913043478,13.56521739,0.47826087,0.260869565,4.565217391,0.956521739,FRE,2013
6,"Duffield, Paul",22,14.45454545,5.909090909,3.863636364,18.31818182,0.181818182,0.227272727,0,2.863636364,3.363636364,2.454545455,0.727272727,1.954545455,0.454545455,0.954545455,0,4.136363636,12.18181818,0.136363636,0.136363636,2.318181818,1.227272727,FRE,2013
7,"Spurr, Lee",23,11.39130435,5.826086957,5.913043478,17.30434783,0.086956522,0.086956522,0,2.608695652,2.565217391,1.043478261,0.434782609,2.260869565,0.695652174,1.043478261,0,5.130434783,11.82608696,0.695652174,0.173913043,2.260869565,0.347826087,FRE,2013
8,"de Boer, Matt",25,6.88,3.48,8.64,15.52,0.4,0.28,0,5.8,0.32,1.68,2.04,1.84,0.72,0.84,0,7.4,8.32,0.24,0.48,1.44,0.16,FRE,2013
9,"Mayne, Chris",24,7.916666667,5.875,8.25,16.16666667,1.541666667,0.5,0.125,4.583333333,0.166666667,1.875,0.708333333,1.416666667,1.375,0.666666667,0.083333333,6.375,9.916666667,0.625,1.458333333,1,0.333333333,FRE,2013
10,"Crowley, Ryan",25,7.68,3.2,7.12,14.8,0.36,0.4,0.36,2.96,1.04,1.8,1.6,2.48,0.8,1.24,0.08,5.32,9.56,0.4,0.48,1.36,0,FRE,2013
11,"Hill, Stephen",19,10.84210526,2.736842105,8.315789474,19.15789474,0.631578947,0.368421053,0.157894737,2.578947368,1.526315789,3.263157895,3,1.842105263,0.315789474,0.842105263,0.157894737,7.894736842,11.73684211,0.210526316,0.368421053,2.315789474,1.263157895,FRE,2013
12,"Pearce, Clancee",19,10.26315789,5.789473684,7.578947368,17.84210526,0.105263158,0.157894737,0.052631579,2.315789474,1.842105263,1.578947368,0.473684211,1.315789474,0.631578947,0.368421053,0,4.842105263,12.89473684,0.263157895,0.157894737,1.947368421,0.210526316,FRE,2013
13,"Suban, Nick",22,10.13636364,3.045454545,4.818181818,14.95454545,0.727272727,0.5,0,3.545454545,1.272727273,2.772727273,2.5,2.136363636,1.454545455,1.181818182,0.136363636,6.727272727,8.5,0.181818182,0.363636364,0.636363636,0.954545455,FRE,2013
14,"Walters, Michael",21,11,5.142857143,4.428571429,15.42857143,2.19047619,1.095238095,0,2.476190476,0.619047619,2.857142857,1.095238095,2.333333333,1.523809524,0.952380952,0.285714286,6.523809524,9.238095238,0.476190476,1.476190476,0.952380952,0.428571429,FRE,2013
15,"Ibbotson, Garrick",13,14.69230769,8.153846154,7,21.69230769,0.076923077,0.076923077,0,2.461538462,3.153846154,2,0.384615385,1.615384615,0.769230769,0.461538462,0.230769231,7,14.76923077,0.769230769,0.153846154,2.769230769,0.384615385,FRE,2013
16,"Ballantyne, Hayden",21,9.714285714,3.904761905,3.428571429,13.14285714,1.619047619,1.428571429,0,3.142857143,0.142857143,3.047619048,0.523809524,2.904761905,1.571428571,1.095238095,0.380952381,5.523809524,8,0.142857143,1.428571429,1.095238095,0.571428571,FRE,2013
17,"McPharlin, Luke",16,12.1875,8.5625,4.4375,16.625,0,0,0.3125,1.3125,4.625,0.4375,0.1875,2.25,0.3125,1.125,0.125,4.1875,12.0625,0.625,0,4.1875,0.8125,FRE,2013
18,"Neale, Lachie",12,9.25,3.333333333,10.5,19.75,0.666666667,0.333333333,0,1.666666667,1.166666667,1.916666667,3,1.75,0.583333333,0.5,0.083333333,8.5,11.41666667,0.166666667,0.25,0.666666667,0.416666667,FRE,2013
19,"Clarke, Zac",17,4.941176471,4,8.352941176,13.29411765,0.470588235,0.176470588,20.88235294,3.352941176,0.411764706,1.705882353,1.705882353,1.411764706,1.235294118,0.823529412,0.058823529,7.117647059,6.294117647,1.235294118,0.294117647,2.764705882,0,FRE,2013
20,"Sutcliffe, Cam",19,7.736842105,3.368421053,4,11.73684211,0.421052632,0.052631579,0,1.684210526,1.368421053,1.315789474,0.894736842,1.526315789,0.421052632,0.789473684,0,3.684210526,8,0.052631579,0.210526316,1.315789474,0.263157895,FRE,2013
21,"Dawson, Zac",24,2.5,3,6.583333333,9.083333333,0,0,0.625,1.666666667,0.75,0.375,0.333333333,2.041666667,0.416666667,1.416666667,0,3.958333333,5.166666667,0.5,0.041666667,7.208333333,0,FRE,2013
22,"Pavlich, Matthew",12,9,5.75,5.166666667,14.16666667,2.083333333,1.583333333,0.166666667,2,0,3.416666667,0.25,1.916666667,1.333333333,0.833333333,0,5.916666667,8.833333333,1.083333333,2.25,1.583333333,0,FRE,2013
23,"Sheridan, Tom",10,6.5,2.6,5.3,11.8,0.6,0.1,0,1.9,1.2,1.7,0.6,1.5,0.5,0.5,0,2.7,9.1,0.1,0.3,0.9,0.2,FRE,2013
24,"Crozier, Hayden",9,8.333333333,3.666666667,2.777777778,11.11111111,1.111111111,0.444444444,0,2.333333333,0.777777778,2.333333333,0.888888889,0.444444444,1,0.222222222,0,3.666666667,7.444444444,0.111111111,0.666666667,0.444444444,0.111111111,FRE,2013
25,"Sandilands, Aaron",10,1.8,2.2,7.4,9.2,0.3,0.1,27.8,0.7,0.3,0.6,1.5,1.3,0.3,0.6,0,5.7,3.7,1.5,0.4,2.7,0,FRE,2013
26,"Silvagni, Alex",10,5.6,4.3,3.2,8.8,0.5,0.3,0.3,2.6,0.8,0.9,0.1,2,0.7,1.1,0,3.6,5.5,0.7,0.7,4.1,0,FRE,2013
27,"Hannath, Jack",12,4.083333333,2.583333333,3.083333333,7.166666667,0.583333333,0.083333333,5.833333333,1.583333333,0.583333333,0.833333333,0.166666667,1.166666667,0.75,0.916666667,0,3.166666667,3.833333333,0.666666667,0.583333333,1.583333333,0,FRE,2013
28,"Griffin, Jonathon",7,6.571428571,2.714285714,4.428571429,11,0.428571429,0.428571429,22,3.285714286,0.571428571,2.285714286,2,2.285714286,1,0.857142857,0.285714286,7,4.285714286,1.428571429,0.428571429,3.857142857,0.285714286,FRE,2013
29,"Bradley, Kepler",5,6.6,2.6,3.6,10.2,1.4,0.4,4.2,1,0.2,1.6,0.8,1.6,0.8,0.8,0,5.4,4.8,0.4,0.6,1.2,0.4,FRE,2013
30,"Taberner, Matthew",4,4.5,2.75,2.75,7.25,0.5,0,0,2.25,0,0.75,0,2,0,0.75,0,3.25,4,0.25,0.25,0.5,0,FRE,2013
31,"Mellington, Josh",1,8,5,9,17,0,0,0,1,3,1,0,0,0,0,0,4,13,0,1,0,2,FRE,2013
32,"Crichton, Jesse",1,10,5,5,15,0,0,0,5,3,0,1,0,0,0,0,5,10,0,0,6,0,FRE,2013
33,"Simpson, Josh",1,8,4,6,14,1,0,0,1,1,1,0,3,0,1,0,2,10,0,2,0,1,FRE,2013
34,"Michie, Viv",1,7,1,6,13,0,0,0,3,0,0,2,0,1,0,0,7,6,0,0,0,0,FRE,2013
35,"Faulks, Peter",1,6,5,3,9,0,0,0,0,4,0,0,2,1,2,0,2,6,0,0,5,0,FRE,2013
36,"Forster, Alex",1,4,1,5,9,0,0,0,3,0,2,2,1,0,0,0,5,3,0,0,0,0,FRE,2013
37,"Smith, Tanner",1,4,4,4,8,0,0,0,2,0,0,0,1,3,1,0,5,5,1,0,3,0,FRE,2013
38,"Moller, Craig",1,1,0,4,5,0,0,3,0,0,0,0,0,2,0,0,4,2,0,0,2,0,FRE,2013
0,"Stokes, Mathew",24,11.875,5.125,14.5,26.375,0.5,0.25,0.041666667,2.708333333,1.125,3.666666667,2.416666667,2.416666667,1.208333333,0.75,0.291666667,9.416666667,16.83333333,0.166666667,0.458333333,0.583333333,0.083333333,GEE,2013
1,"Selwood, Joel",25,12.28,4.08,12.32,24.6,1.2,0.64,0.84,5.6,1.2,4.12,5.12,2.52,2.92,1.12,1.08,11.96,12.84,0.28,0.8,1.52,0.2,GEE,2013
2,"Bartel, Jimmy",24,14.75,5.375,8.5,23.25,0.666666667,0.375,0.291666667,3.5,2.916666667,2.791666667,1.416666667,1.958333333,1.166666667,0.833333333,0.125,7.666666667,14.58333333,0.708333333,0.458333333,2.541666667,0,GEE,2013
3,"Johnson, Steve",19,16.57894737,5.684210526,12.15789474,28.73684211,1.210526316,1.210526316,0.052631579,4.578947368,1.947368421,5,4.947368421,3,1.368421053,0.842105263,1.315789474,11.73684211,16.73684211,0.578947368,0.736842105,1.315789474,0.421052632,GEE,2013
4,"Duncan, Mitch",25,12.4,6.44,8.64,21.04,0.56,0.64,0.2,2.88,1.8,3.08,1.24,2.28,0.72,0.76,0.2,5.48,15.48,0.28,0.6,1.12,0.28,GEE,2013
5,"Mackie, Andrew",25,14.28,6.24,6.48,20.76,0.2,0.24,0,1.72,2.76,3.56,0.44,2.28,0.6,0.6,0.04,5.12,15.16,0.4,0.04,2.84,0.52,GEE,2013
6,"Enright, Corey",22,14.72727273,6.909090909,7.545454545,22.27272727,0.045454545,0.181818182,0,1.863636364,3.590909091,2.909090909,0.863636364,2.090909091,0.409090909,0.545454545,0.136363636,5.818181818,16.04545455,0.454545455,0.045454545,2.409090909,0.636363636,GEE,2013
7,"Corey, Joel",22,7.727272727,3.272727273,13.09090909,20.81818182,0.227272727,0.136363636,0.272727273,4.681818182,1.136363636,2.863636364,3.227272727,2.590909091,0.954545455,0.727272727,0,9.681818182,11.27272727,0.227272727,0.454545455,1.5,0.227272727,GEE,2013
8,"Christensen, Allen",21,10.0952381,3.238095238,11,21.0952381,1.095238095,0.666666667,0,4.047619048,1.095238095,3.619047619,2.952380952,2.761904762,1.857142857,0.952380952,0.238095238,9.238095238,12,0.142857143,0.904761905,0.619047619,0.047619048,GEE,2013
9,"Kelly, James",20,11.7,2.5,10.1,21.8,0.5,0.6,0,7.65,1.15,3.8,3.65,3.4,0.65,1.25,0.05,9.95,11.4,0.1,0.15,1.1,0.1,GEE,2013
10,"Motlop, Steven",24,11.75,3.25,6.083333333,17.83333333,1.833333333,1.041666667,0,1.875,1.25,4.333333333,0.708333333,2.416666667,0.541666667,0.791666667,0.041666667,5.208333333,12.54166667,0.125,0.583333333,0.583333333,2.416666667,GEE,2013
11,"Taylor, Harry",24,11.08333333,7.333333333,5.625,16.70833333,0.625,0.375,0.166666667,1.5,3.791666667,1.833333333,0.291666667,1.166666667,0.5,0.375,0.416666667,6.625,10.25,1.541666667,0.75,6.666666667,0.208333333,GEE,2013
12,"Podsiadly, James",23,9.47826087,5.869565217,4.434782609,13.91304348,1.434782609,0.782608696,0.565217391,2.260869565,0.826086957,2.652173913,0.130434783,2.304347826,0.434782609,1,0.043478261,5.739130435,8.173913043,1.652173913,1.565217391,2.173913043,0,GEE,2013
13,"Caddy, Josh",18,8.333333333,2.833333333,6.555555556,14.88888889,0.611111111,0.722222222,0.166666667,2.944444444,0.722222222,2.5,2.055555556,2.5,0.388888889,0.944444444,0,6.777777778,7.5,0.5,0.388888889,1.277777778,0.166666667,GEE,2013
14,"Guthrie, Cameron",20,7.15,3.75,5.7,12.85,0.25,0.1,0,2.75,2.2,1.15,0.5,1,0.55,0.4,0,4.65,8.05,0.6,0.1,1.95,0.55,GEE,2013
15,"Blicavs, Mark",22,4.363636364,2.863636364,6.5,10.86363636,0.318181818,0.363636364,10.81818182,3.136363636,1.090909091,1.5,1.954545455,1.409090909,0.636363636,0.590909091,0,5.727272727,5.454545455,0.636363636,0.5,2.181818182,0.045454545,GEE,2013
16,"Hawkins, Tom",22,6.409090909,4.227272727,3.363636364,9.772727273,2.227272727,0.909090909,0.227272727,1,0,1.545454545,0.090909091,1.727272727,1.181818182,0.818181818,0,5.818181818,4.363636364,1.590909091,2.5,0.772727273,0,GEE,2013
17,"Lonergan, Tom",25,4.16,3.4,4.24,8.4,0.16,0.12,0,1.88,1.08,0.52,0.08,1.24,0.68,0.68,0,3.72,4.72,0.8,0.2,4.96,0,GEE,2013
18,"Hunt, Taylor",15,6.533333333,2.466666667,6.4,12.93333333,0.4,0.2,0,2.866666667,0.6,2.266666667,0.8,1,0.666666667,0.133333333,0,3.8,9.066666667,0,0.266666667,1.133333333,0.333333333,GEE,2013
19,"Hunt, Josh",12,8.75,4.5,5.583333333,14.33333333,0.25,0.083333333,0,1.5,2.166666667,2.083333333,0.25,1.333333333,0.583333333,0.75,0,4.75,9.916666667,0.333333333,0.083333333,2.333333333,0,GEE,2013
20,"Varcoe, Travis",14,5.285714286,1.785714286,6.785714286,12.07142857,0.571428571,0.428571429,0,4.214285714,0.214285714,2.285714286,0.285714286,1.428571429,0.714285714,0.714285714,0,4.571428571,7.714285714,0.142857143,0.5,0.714285714,0.428571429,GEE,2013
21,"Chapman, Paul",8,11.375,3.375,8.875,20.25,1.5,0.875,0,4.25,0.875,3.875,3.625,3.125,0.75,1.75,0,7.75,11.875,0.25,0.5,1,0.5,GEE,2013
22,"Smedts, Billie",13,5.769230769,3.076923077,5,10.76923077,0.923076923,0.615384615,0,3.076923077,0.538461538,2.461538462,1.076923077,1.384615385,0.769230769,0.615384615,0,4.461538462,6.923076923,0.384615385,1,0.846153846,0.384615385,GEE,2013
23,"West, Trent",13,5.846153846,1.769230769,3.923076923,9.769230769,0.384615385,0.230769231,21.38461538,0.923076923,0.230769231,2,1.692307692,2.307692308,1.307692308,1.307692308,0,5,4.769230769,0.461538462,0.384615385,3.076923077,0.076923077,GEE,2013
24,"Horlin-Smith, George",8,6.375,2.875,8.375,14.75,0.375,0.25,0,2.25,0.75,1.875,2.625,1.375,0.875,0.375,0,7.25,7.5,0.125,0,0.75,0,GEE,2013
25,"Rivers, Jared",10,5,2.6,5.3,10.3,0,0.2,0,2.4,1.5,0.5,0.2,0.9,0.5,0.4,0,4.8,5.2,0.8,0,3.3,0,GEE,2013
26,"Murdoch, Jordan",11,5,2.090909091,3.363636364,8.363636364,1,0.545454545,0,4,0.636363636,1.363636364,0.272727273,1,1,0.272727273,0,4.181818182,4.909090909,0.090909091,0.545454545,0.636363636,0.090909091,GEE,2013
27,"Vardy, Nathan",10,4.5,2.9,4.3,8.8,1.1,0.2,11.3,1.9,0.2,1.6,1.4,1.2,1.1,0.5,0,5.4,3.5,1.1,0.6,3,0,GEE,2013
28,"Stringer, Jesse",7,5.142857143,1.857142857,4.428571429,9.571428571,0.428571429,0.285714286,0,4.428571429,0.714285714,2.857142857,1.428571429,1.142857143,0.428571429,0.428571429,0,4,5.714285714,0,0,0.428571429,0.428571429,GEE,2013
29,"Thurlow, Jackson",4,7.75,3.75,7.25,15,0.25,0.25,0,2.25,1.75,3,0.25,1,0,0,0,5.25,10,0.5,0.75,1.25,0.25,GEE,2013
30,"Simpson, Dawson",6,3.666666667,3.5,6.166666667,9.833333333,0.166666667,0.166666667,29.83333333,2,0.5,0.833333333,2.333333333,1.5,0.5,1,0,6.166666667,3.833333333,1,0.5,3.333333333,0,GEE,2013
31,"Brown, Mitch",5,7.4,4.4,4.2,11.6,0,0.4,0,0.8,1.2,1.2,0,1.4,0.2,0.6,0,3.4,8,0.2,0.2,2,0,GEE,2013
32,"Schroder, Jordan",4,3.5,1.5,5.25,8.75,0.75,1,0,2.75,0.25,0.5,1.25,0.75,0.5,0.5,0,5.5,3,0.5,0.75,0.25,0,GEE,2013
33,"Walker, Josh",3,4.666666667,2.666666667,3.666666667,8.333333333,0.666666667,0.333333333,2.333333333,3.666666667,0,2,0,3,0.333333333,1,0,4.333333333,4.333333333,1.666666667,0.333333333,1.333333333,0,GEE,2013
34,"Burbury, George",2,5,1.5,6,11,1,1,0,4.5,0,1.5,0,2.5,0.5,1,0,4.5,7,0.5,1,2,0,GEE,2013
0,"Ablett, Gary",21,16.33333333,3.476190476,14.85714286,31.19047619,1.333333333,1.095238095,0,4.571428571,1.857142857,5.380952381,5.904761905,3.476190476,1.666666667,1.19047619,1.333333333,14.9047619,15.85714286,0.428571429,0.571428571,0.80952381,1.19047619,GCS,2013
1,"Prestia, Dion",20,14.6,3.9,10.85,25.45,0.45,0.4,0,4.3,3.4,3.8,4.45,3.3,1.35,0.75,0.45,9.55,15.4,0.15,0.25,1,0.75,GCS,2013
2,"OMeara, Jaeger",22,10.5,4.409090909,11.13636364,21.63636364,0.727272727,0.5,0.363636364,5.045454545,1.272727273,3,3.954545455,3.090909091,0.590909091,1.272727273,0.181818182,9.5,12.45454545,0.318181818,0.454545455,0.863636364,1,GCS,2013
3,"Harbrow, Jarrod",21,13.33333333,3.904761905,8.476190476,21.80952381,0.571428571,0.476190476,0,2.571428571,2.238095238,3.238095238,2,2.333333333,0.952380952,1,0.095238095,6.761904762,14.71428571,0.095238095,0.095238095,1.380952381,1.333333333,GCS,2013
4,"Stanley, Danny",18,9.944444444,4.944444444,10.94444444,20.88888889,0.555555556,0.388888889,0.166666667,3.666666667,1.555555556,2.166666667,2.555555556,2.222222222,0.5,0.888888889,0,7.833333333,13,0.555555556,0.555555556,0.833333333,0.555555556,GCS,2013
5,"Shaw, Matt",18,9.111111111,4.611111111,10.22222222,19.33333333,0.444444444,0.333333333,0,1.666666667,1.5,2.166666667,1.222222222,1.722222222,0.555555556,0.333333333,0,6.166666667,13.27777778,0.277777778,0.388888889,1.388888889,0.5,GCS,2013
6,"Swallow, David",18,10.83333333,2.611111111,8.444444444,19.27777778,0.166666667,0.111111111,0.111111111,3.388888889,2.555555556,2.833333333,2.277777778,2.388888889,0.555555556,1,0.055555556,8.5,10.66666667,0.277777778,0.166666667,1.555555556,0.833333333,GCS,2013
7,"McKenzie, Trent",18,14.11111111,5.5,5.111111111,19.22222222,0.111111111,0.333333333,0,2.888888889,5.222222222,1.888888889,0.5,2,0.555555556,0.444444444,0,4.444444444,11.83333333,0.5,0.111111111,3.111111111,1.111111111,GCS,2013
8,"Bennell, Harley",15,13.2,3.666666667,9.466666667,22.66666667,1.266666667,1.2,0.533333333,2.066666667,1.933333333,3.533333333,2.8,2.933333333,0.666666667,0.8,0.466666667,8,14,0.4,0.733333333,1.066666667,1.933333333,GCS,2013
9,"Hall, Aaron",22,9.727272727,3.318181818,4.545454545,14.27272727,1.090909091,1.227272727,0,3,0.772727273,3.772727273,0.954545455,2.318181818,0.681818182,0.909090909,0,5.090909091,9.590909091,0.318181818,0.727272727,0.681818182,0.590909091,GCS,2013
10,"Broughton, Greg",17,8.529411765,4,8.941176471,17.47058824,0.117647059,0,0,2.764705882,2,0.647058824,1,1.882352941,0.705882353,0.941176471,0,6.588235294,10.41176471,0.588235294,0.176470588,2.705882353,0.352941176,GCS,2013
11,"Russell, Luke",18,8.5,4.111111111,6.222222222,14.72222222,0.333333333,0.277777778,0.166666667,2.166666667,1.611111111,1.555555556,1.388888889,1.611111111,0.444444444,0.666666667,0,4.333333333,10.33333333,0.111111111,0.277777778,1.111111111,1,GCS,2013
12,"Thompson, Rory",21,7.476190476,5,4.238095238,11.71428571,0.238095238,0.142857143,0.19047619,1.857142857,2.476190476,0.714285714,0.095238095,1.523809524,0.619047619,0.428571429,0.095238095,4.571428571,7.238095238,0.80952381,0.19047619,8.714285714,0.238095238,GCS,2013
13,"Murphy, Tom",17,9.294117647,4.529411765,4.823529412,14.11764706,0,0,0,2.529411765,1.647058824,1.176470588,0.176470588,1.529411765,0.411764706,0.529411765,0,4.470588235,9.294117647,0.647058824,0,4.941176471,0,GCS,2013
14,"Brennan, Jared",15,9.6,3.933333333,6.066666667,15.66666667,0.533333333,0.533333333,1.466666667,3.333333333,1,2.866666667,3.266666667,2.466666667,0.666666667,1.4,0.066666667,6.8,9.133333333,0.4,0.466666667,1.933333333,0.4,GCS,2013
15,"Day, Sam",20,5.6,3.6,4.65,10.25,0.6,0.4,1.8,1.75,0.85,1.3,0.4,1.25,0.7,0.35,0,5,5.4,0.75,0.45,4.2,0,GCS,2013
16,"Rischitelli, Michael",11,8.272727273,2.909090909,8.545454545,16.81818182,0.545454545,0.545454545,0.454545455,3.909090909,1.363636364,2.545454545,3.454545455,2.363636364,0.909090909,0.363636364,0,8.181818182,8.454545455,0.090909091,0.818181818,1.818181818,0.363636364,GCS,2013
17,"Brown, Campbell",13,9.230769231,4.538461538,4.230769231,13.46153846,1.769230769,0.846153846,0,2.076923077,0.615384615,3,0.615384615,2.461538462,0.692307692,1.230769231,0.076923077,5,8.923076923,0.538461538,1.615384615,1.923076923,0.307692308,GCS,2013
18,"May, Steven",17,6.647058824,3.352941176,3.470588235,10.11764706,0.588235294,0.352941176,0.235294118,1.529411765,1.352941176,1.647058824,0.117647059,2.352941176,0.705882353,0.823529412,0,4.705882353,5.470588235,0.588235294,0.352941176,4.705882353,0.235294118,GCS,2013
19,"Dixon, Charlie",13,7.153846154,3.230769231,5.615384615,12.76923077,1.461538462,0.538461538,10.38461538,2.384615385,0.538461538,2.846153846,3.230769231,1.692307692,1.461538462,0.615384615,0.307692308,8.923076923,4,1.615384615,1.076923077,2.230769231,0.153846154,GCS,2013
20,"Matera, Brandon",10,12.1,4.8,2.3,14.4,0.7,1.3,0,2,1.2,3.1,0.9,2.5,0.6,0.7,0,4.2,9.4,0.1,1.2,0.3,0.5,GCS,2013
21,"Wilkinson, Joel",10,5.4,1.9,6.2,11.6,0,0,0,2.3,1.6,1.5,0.4,1.8,0.5,0.9,0,4.6,7.1,0.4,0,4.2,0,GCS,2013
22,"Gorringe, Daniel",9,5.111111111,2.666666667,6.666666667,11.77777778,0.333333333,0,11.33333333,1.444444444,0.888888889,1.111111111,2.111111111,1.555555556,1.111111111,0.555555556,0,5.111111111,6.888888889,0.222222222,0.222222222,1.777777778,0.111111111,GCS,2013
23,"Nicholls, Tom",8,3.75,2.375,9.25,13,0.25,0.125,23.375,5,0.875,0.875,3.25,1.5,1,1,0.125,9,4.75,0.375,0.5,2.5,0,GCS,2013
