,Player,GM,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,club,year
6,"Crosisca, Gavin",18,10.27777778,4.055555556,6,16.27777778,0.111111111,0.166666667,0.277777778,0.611111111,2.277777778,3.111111111,1.833333333,1.611111111,0.777777778,0.555555556,0,5.111111111,10.83333333,0.388888889,0.166666667,1.444444444,0.111111111,COL,1999
7,"Rocca, Anthony",22,9,5.363636364,3.772727273,12.77272727,1.363636364,1.136363636,5.272727273,0.909090909,1.590909091,2.045454545,0.954545455,1.227272727,0.590909091,0.818181818,0.045454545,7.272727273,5.5,2.681818182,1.909090909,1.409090909,0,COL,1999
8,"King, Clinton",14,10.78571429,2.785714286,8.428571429,19.21428571,0.357142857,0.214285714,0.071428571,1.428571429,1.071428571,2.428571429,5.071428571,1.642857143,0.428571429,0.928571429,0.214285714,8.642857143,11.21428571,0.214285714,0.428571429,1.357142857,0.357142857,COL,1999
9,"Brown, Gavin",19,6.894736842,3.473684211,5.210526316,12.10526316,1.631578947,0.789473684,0,0.789473684,0.052631579,2.894736842,0.631578947,0.684210526,0.789473684,0.631578947,0.105263158,6.210526316,6.052631579,0.789473684,1.578947368,1.315789474,0.473684211,COL,1999
10,"Orchard, Mark",15,7.6,1.466666667,7.666666667,15.26666667,0.066666667,0,0,1.6,1.133333333,2.533333333,2,1.133333333,0.8,0.733333333,0,7.466666667,7.933333333,0.133333333,0,0.533333333,0.4,COL,1999
11,"Lockyer, Tarkyn",15,10.66666667,2.466666667,4.466666667,15.13333333,0.266666667,0.133333333,0.133333333,1.2,2.2,2.333333333,1.933333333,1.466666667,1.066666667,0.6,0,5.8,9.066666667,0.133333333,0.133333333,1.066666667,0.2,COL,1999
12,"Patterson, Stephen",17,8.176470588,1.941176471,4.882352941,13.05882353,1.117647059,0.235294118,0,1.176470588,0.588235294,3.529411765,1.882352941,1.647058824,1.058823529,0.470588235,0.117647059,6.470588235,7.588235294,0.176470588,0.352941176,1.117647059,0.529411765,COL,1999
13,"Richardson, Mark",17,8.411764706,3.764705882,4.176470588,12.58823529,0.764705882,0.294117647,6,0.411764706,1.823529412,2.705882353,2.411764706,0.823529412,1.588235294,0.764705882,0.117647059,6.588235294,6.058823529,1.058823529,0.588235294,0.764705882,0.058823529,COL,1999
14,"Godden, Luke",13,9.846153846,3.692307692,6,15.84615385,0,0,0.076923077,1.153846154,3.692307692,1.307692308,0.769230769,1.615384615,0.923076923,0.846153846,0,5.076923077,10.38461538,0,0,1.538461538,0.076923077,COL,1999
15,"Michael, Mal",17,5.529411765,4.294117647,6.294117647,11.82352941,0.352941176,0.294117647,0.823529412,1.117647059,1.647058824,1.764705882,0.705882353,1.235294118,0.823529412,0.588235294,0.117647059,5.411764706,6.529411765,0.647058824,0.352941176,1.941176471,0.235294118,COL,1999
16,"Monkhorst, Damian",15,5.533333333,4.4,7.733333333,13.26666667,0.066666667,0,15.53333333,0.4,1.6,1.466666667,4.466666667,1.133333333,1.6,1.2,0.066666667,7.533333333,6.533333333,0.866666667,0.133333333,0.866666667,0,COL,1999
17,"Licuria, Paul",13,9.615384615,3,5.615384615,15.23076923,0.538461538,0.461538462,0,1.692307692,1.230769231,2.846153846,2.230769231,1.153846154,0.769230769,1.769230769,0,6.923076923,8.538461538,0.384615385,0.538461538,0.846153846,0.384615385,COL,1999
18,"Tarrant, Chris",13,8.230769231,4.615384615,6.153846154,14.38461538,1.153846154,0.615384615,0.538461538,1.230769231,0.538461538,2.923076923,1.384615385,1.384615385,0.384615385,0.538461538,0,5.923076923,8.153846154,1,1.461538462,1.153846154,0.153846154,COL,1999
19,"Prestigiacomo, Simon",20,5.6,2.35,3.1,8.7,0,0,0.1,0.5,2.05,0.3,0.2,0.85,0.95,0.65,0,4.6,3.75,0.95,0,1.05,0.15,COL,1999
20,"Davis, Nick",16,7.3125,2.6875,3.375,10.6875,0.3125,0.5625,0.0625,0.5625,0.625,2.5625,0.5625,1.5,0.6875,0.6875,0,3.5625,7.625,0.3125,0.3125,0.375,0.25,COL,1999
21,"Wild, Jason",8,8,2.25,7.625,15.625,0.125,0.625,0,1.875,1.375,1,2.5,1.75,0.75,0.625,0,7.25,8.625,0.25,0.375,0.375,0.25,COL,1999
22,"Jacotine, Craig",14,5.5,2.142857143,3.214285714,8.714285714,0.428571429,0.214285714,0,0.928571429,0.642857143,0.785714286,0.642857143,0.928571429,0.428571429,0.214285714,0,3.428571429,5.642857143,0.5,0.428571429,0.357142857,0.357142857,COL,1999
23,"Rocca, Saverio",12,7.833333333,6.25,1.666666667,9.5,2.75,1.583333333,1.666666667,0.583333333,0.25,1.583333333,0.833333333,1.583333333,0.333333333,0.666666667,0.166666667,4.25,5,2.5,4.333333333,0.833333333,0.083333333,COL,1999
24,"Scotland, Heath",12,5.166666667,1.666666667,3.5,8.666666667,0,0.083333333,0,0.5,1.416666667,1.416666667,0.75,1.083333333,0.75,0.666666667,0,3.25,5.583333333,0,0,0.333333333,0.083333333,COL,1999
25,"Schauble, Andrew",13,4,2.076923077,3.692307692,7.692307692,0.076923077,0.153846154,0.461538462,0.692307692,1.153846154,0.461538462,0.307692308,1,0.846153846,0.846153846,0,4.076923077,3.384615385,0.384615385,0.153846154,0.923076923,0.076923077,COL,1999
26,"Wasley, James",8,8.5,3.25,3.875,12.375,0.25,0.25,0,0.875,2.75,2.375,0.375,2,0.5,1.25,0,3.875,8.625,0.25,0.5,1.125,1.75,COL,1999
27,"Tape, Jamie",9,6.777777778,3.444444444,3.111111111,9.888888889,0,0.111111111,0,0.777777778,2.444444444,0.222222222,0.222222222,1.333333333,1,0.666666667,0,3.666666667,6,0.222222222,0.111111111,0.777777778,0.111111111,COL,1999
28,"McDonald, Alex",4,8,2.75,8,16,0,0,0.5,1,1.25,2.5,3.75,1,0.5,0.25,0,5.75,11,0,0,1.5,0,COL,1999
29,"Olarenshaw, Ricky",5,5.6,2.6,5.8,11.4,0,0.2,0,2,1.4,1.2,1.4,1,0.8,0.2,0,4.8,7.6,0.6,0,0.2,0,COL,1999
30,"Raso, Frankie",8,4.875,1.25,2.25,7.125,0,0,0.125,0.375,1.5,0.375,0.5,1,0.25,0.25,0,3,4,0,0,0.5,0.125,COL,1999
31,"Crow, Scott",5,8.4,2.4,1.6,10,0.6,0.4,0.2,1.4,1.2,3,0.4,1,0.6,1.8,0,4,6.4,0,0.6,0.4,0.2,COL,1999
32,"Kinnear, Ben",7,4.571428571,1.714285714,2.428571429,7,0.285714286,0.142857143,1,0.428571429,1,1.142857143,0.285714286,1.428571429,0.571428571,1,0,2.714285714,4.571428571,0.285714286,0.285714286,0.428571429,0.142857143,COL,1999
33,"Tuckey, Brent",7,3.714285714,2.857142857,2.285714286,6,0.285714286,0.857142857,1.285714286,0.285714286,0,1.285714286,0,0.142857143,0.285714286,0,0,2.857142857,3.142857143,0.857142857,1.142857143,0.285714286,0,COL,1999
34,"Fuller, Brad",6,4.166666667,1.5,2.166666667,6.333333333,0.333333333,0.333333333,0,1,0.166666667,1.333333333,1.166666667,1.333333333,0.166666667,0.333333333,0,3.333333333,2.333333333,0.166666667,0.333333333,1,0,COL,1999
35,"Oborne, Brad",4,6.75,1,1.75,8.5,1,0.75,0,0.75,1,2.25,0.25,0.5,1,0,0,4.25,4,0,0.5,0.5,0,COL,1999
36,"Gardiner, Michael",5,3.6,2,2,5.6,0,0,5.6,0,0.8,2,0.6,1.2,0.2,0.4,0,2.6,3.4,0.8,0.2,0.4,0,COL,1999
37,"Watson, Shane",3,6.666666667,2.666666667,2,8.666666667,0.666666667,0.333333333,0,1.333333333,0.333333333,2,0.333333333,0.666666667,0.333333333,0.666666667,0,2.666666667,6,0.333333333,0,0.666666667,0,COL,1999
38,"Venables, Cameron",3,3,1.333333333,1,4,0,0,0.333333333,0.333333333,0,0.666666667,0,1,0.666666667,1.333333333,0,1.333333333,2.666666667,0.333333333,0.333333333,0.333333333,0,COL,1999
0,"Mercuri, Mark",21,12.19047619,4.904761905,9.523809524,21.71428571,1.523809524,0.904761905,0.19047619,1.476190476,0.714285714,3.380952381,2.904761905,1.285714286,1.095238095,1.523809524,1.047619048,9.571428571,12.0952381,1.476190476,1.285714286,1.238095238,0.904761905,ESS,1999
1,"Misiti, Joe",18,13.66666667,3.555555556,10.61111111,24.27777778,0.444444444,0.222222222,0,1.5,2,4.055555556,3.944444444,1.666666667,1.222222222,0.944444444,0.277777778,8.888888889,15.5,0,0.388888889,0.944444444,0.166666667,ESS,1999
2,"Blumfield, Justin",24,9.208333333,3.75,7.125,16.33333333,0.833333333,0.625,0.333333333,1.333333333,0.333333333,3.791666667,1.958333333,1.25,0.958333333,0.708333333,0.083333333,8.208333333,8.208333333,0.958333333,0.875,1,0.25,ESS,1999
3,"Bewick, Darren",24,12.54166667,2.25,3.041666667,15.58333333,0.833333333,0.708333333,0,1.125,2.333333333,3.5,2.083333333,1.958333333,0.958333333,0.541666667,0,5.041666667,9.625,0.125,0.5,1.708333333,1.041666667,ESS,1999
4,"Hardwick, Damien",20,12.3,2.55,5.4,17.7,0,0,0,1.6,4.05,1.8,1.45,1.5,1.65,1,0,8.15,9.35,0.55,0,0.75,0.35,ESS,1999
5,"Wellman, Sean",22,11.77272727,4.272727273,4.090909091,15.86363636,0.045454545,0,0.409090909,0.681818182,3.5,1.272727273,1.090909091,1.318181818,0.681818182,0.681818182,0.227272727,6.045454545,9.454545455,0.772727273,0,1,0.5,ESS,1999
6,"Heffernan, Chris",22,10.27272727,2.727272727,5.409090909,15.68181818,0.590909091,0.181818182,0.272727273,1.863636364,1.318181818,3.681818182,3.136363636,1.545454545,0.954545455,1.181818182,0,7.5,8.863636364,0.227272727,0.545454545,1.181818182,0.227272727,ESS,1999
7,"Long, Michael",20,11.15,3.1,6.1,17.25,0.6,0.6,0.15,1.35,0.6,4.4,3.1,1.1,0.8,0.8,0.45,6.5,10.25,0.2,0.45,3.1,1.35,ESS,1999
8,"Caracella, Blake",24,8.75,3.208333333,5.083333333,13.83333333,1.291666667,1.083333333,0.125,1.083333333,0.541666667,2.833333333,1.291666667,1.166666667,0.791666667,0.875,0.166666667,6.958333333,6.875,0.625,0.708333333,0.708333333,0.25,ESS,1999
9,"Young, Barry",20,9.05,3.6,7.5,16.55,0.45,0.25,0.2,2.1,1.95,2.25,2.5,1.6,1.05,0.85,0.35,6.1,10.4,0.55,0.55,1.5,1,ESS,1999
10,"Alessio, Steven",22,7.636363636,5.181818182,6.045454545,13.68181818,1.545454545,0.5,11.31818182,1.136363636,1.045454545,2.818181818,3.272727273,1.545454545,0.909090909,1.181818182,0.227272727,7.454545455,6.318181818,1.318181818,1.181818182,1.272727273,0.227272727,ESS,1999
11,"Lloyd, Matthew",22,10.86363636,6.454545455,2.454545455,13.31818182,3.954545455,1.818181818,0,1,0.045454545,2.590909091,0.181818182,1.181818182,0.863636364,1.181818182,0.409090909,7,5.909090909,3.272727273,4,0.5,0.227272727,ESS,1999
12,"Barnard, Paul",22,6.863636364,3.136363636,6,12.86363636,0.272727273,0.136363636,0.909090909,0.681818182,1.909090909,1.545454545,1.181818182,0.954545455,0.772727273,0.909090909,0,5.318181818,7.318181818,0.5,0.136363636,1.818181818,0.136363636,ESS,1999
13,"Fraser, Mark",19,7.263157895,2.789473684,6.157894737,13.42105263,0.421052632,0.210526316,0,1.210526316,0.736842105,2.684210526,1.526315789,0.947368421,0.473684211,0.263157895,0.105263158,4.894736842,8.631578947,0.105263158,0.210526316,0.894736842,0.105263158,ESS,1999
14,"Fletcher, Dustin",19,10.42105263,3.894736842,2.684210526,13.10526316,0.157894737,0.421052632,0.473684211,0.947368421,5.105263158,0.894736842,0.578947368,0.842105263,0.947368421,0.842105263,0.315789474,5.684210526,5.894736842,1.052631579,0.263157895,1.631578947,0.473684211,ESS,1999
15,"Solomon, Dean",19,7.315789474,3.210526316,5.526315789,12.84210526,0.210526316,0.210526316,0.105263158,2.052631579,1.842105263,1.894736842,1,1.210526316,0.684210526,1.368421053,0.105263158,6.473684211,6.684210526,0.842105263,0.315789474,1.263157895,0.578947368,ESS,1999
16,"Prior, Michael",15,12,3.733333333,3.066666667,15.06666667,0.133333333,0.133333333,0.066666667,0.666666667,4.466666667,2.333333333,0.8,1.066666667,0.733333333,0.8,0.133333333,3.933333333,9.6,0.4,0.2,0.733333333,0.733333333,ESS,1999
17,"Moorcroft, Gary",17,9.235294118,3.235294118,4,13.23529412,1.764705882,1.117647059,0,1.882352941,0.823529412,2.352941176,1.529411765,1.352941176,1.294117647,1.588235294,0.117647059,6.823529412,6.235294118,0.941176471,1.411764706,1.529411765,0.235294118,ESS,1999
18,"Rioli, Dean",17,8.941176471,3.529411765,3.529411765,12.47058824,1.705882353,0.823529412,0,2,0.058823529,3.705882353,1.411764706,1.058823529,0.647058824,0.882352941,0.294117647,5.882352941,7.176470588,0.705882353,1.176470588,1.941176471,0,ESS,1999
19,"Johnson, Mark",15,8.733333333,3.133333333,5.266666667,14,0.133333333,0.066666667,0.066666667,1.333333333,1.533333333,3.066666667,1.733333333,1,1,1.066666667,0,6.466666667,7.866666667,0.6,0.066666667,1.2,0.666666667,ESS,1999
20,"Wallis, Dean",23,5.173913043,2.260869565,3.391304348,8.565217391,0.434782609,0.173913043,0.565217391,1.47826087,1.47826087,1.086956522,0.608695652,1,0.913043478,1.304347826,0.043478261,4.47826087,4,0.608695652,0.347826087,1.260869565,0.217391304,ESS,1999
21,"Symons, Michael",14,5.428571429,2.642857143,4.5,9.928571429,0.214285714,0,0.071428571,1,1.214285714,1.357142857,0.928571429,1.714285714,1,0.428571429,0,4,6.357142857,0.285714286,0.142857143,1.357142857,0.285714286,ESS,1999
22,"Lucas, Scott",10,10.6,4.5,2.7,13.3,0.8,0.9,0.2,1.2,1.3,4.2,0.8,1.3,0.8,0.9,0,5.4,8.7,1.4,1.2,0.5,0.3,ESS,1999
23,"Denham, Sean",7,9.571428571,1.857142857,6,15.57142857,0,0.142857143,0,2.714285714,1.142857143,4.142857143,4.142857143,0.714285714,0.714285714,1.428571429,0,5.714285714,9.571428571,0,0.142857143,1.428571429,0.285714286,ESS,1999
24,"Somerville, Peter",14,4.642857143,2.642857143,3.142857143,7.785714286,0.142857143,0,17.07142857,0.714285714,1,1.357142857,2.285714286,0.857142857,0.928571429,1.285714286,0,3.357142857,3.857142857,0.5,0,1.642857143,0,ESS,1999
25,"Berbakov, Peter",8,7.25,3,2.625,9.875,0.375,0.125,0,1,1.375,1.375,1,1,1.25,0.625,0,4.25,5.875,0.625,0.125,0.25,0.25,ESS,1999
26,"Doolan, Ben",7,5.857142857,1.571428571,5.142857143,11,0,0.142857143,0,0.571428571,1.285714286,1.571428571,1.571428571,0.571428571,0.714285714,0.571428571,0,3.714285714,7.285714286,0,0,0.428571429,0,ESS,1999
27,"Ukovic, Andrew",7,7.428571429,2.857142857,2.428571429,9.857142857,0.428571429,0.285714286,0.142857143,0.714285714,2.428571429,2,0.285714286,0.714285714,0.428571429,0.285714286,0.428571429,4.285714286,5.428571429,0.428571429,0.142857143,0.428571429,0.714285714,ESS,1999
28,"McVeigh, Mark",9,4.888888889,1.444444444,1.888888889,6.777777778,0.222222222,0.555555556,0,0.444444444,0.111111111,1.555555556,0.333333333,0.555555556,0.888888889,0.777777778,0,2.555555556,4.333333333,0.222222222,0.222222222,0.333333333,0,ESS,1999
29,"Lalich, Judd",9,4.222222222,1.888888889,2.333333333,6.555555556,0.222222222,0.222222222,1.222222222,1.111111111,1,1.333333333,0.444444444,1.222222222,1.333333333,0.777777778,0,2.777777778,3.777777778,0.444444444,0.111111111,2,0.222222222,ESS,1999
30,"Eastaugh, Simon",5,6,3.4,4,10,0.2,0.2,11.4,1.2,0.6,3.2,2,2.2,0.6,2.4,0,4.4,5.4,1,0.4,0.2,0,ESS,1999
31,"Johnson, Jason",4,5.5,1.25,2.75,8.25,0,0.25,0,0.5,0.25,1.25,2.75,1,0.25,0.75,0,4,4.5,0,0,0.75,0.25,ESS,1999
32,"Hird, James",2,9.5,2.5,5.5,15,0.5,1,0.5,1.5,2,2.5,2.5,2.5,1,1.5,0,5,9.5,0.5,1,0,0,ESS,1999
33,"Bolton, Mark",2,3,1,3.5,6.5,0.5,0,0.5,0,1.5,0,2,1,0.5,0,0,4,3.5,0.5,0.5,1.5,0,ESS,1999
34,"Ramanauskas, Adam",2,4.5,0.5,2,6.5,0,0,0,2.5,1,0.5,0,2,1,0,0,2.5,4,0,0,1,0,ESS,1999
35,"Grgic, Ilija",2,3,1,2.5,5.5,0,0,4.5,0,0,1,2,0,0,1,0,4.5,2,0,0,0,0,ESS,1999
36,"Jacobs, Danny",1,2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,ESS,1999
0,"Fletcher, Adrian",22,13.54545455,4.772727273,12.86363636,26.40909091,0.409090909,0.227272727,0.181818182,1.727272727,1.227272727,3.636363636,6.5,1.818181818,2.318181818,1.409090909,0.681818182,13.22727273,14.36363636,1,0.363636364,1,0.318181818,FRE,1999
1,"Norrish, Jason",20,11.1,4.5,8.25,19.35,0.4,0.4,0.15,1.25,1.6,3.25,3.5,1.25,0.9,1,0.1,6.6,12.55,0.45,0.6,1.2,0.55,FRE,1999
2,"Kickett, Dale",21,9.857142857,3.047619048,8.428571429,18.28571429,0.047619048,0.095238095,0.047619048,1.714285714,2.047619048,1.857142857,1.666666667,1.571428571,0.904761905,1.095238095,0,8.285714286,9.857142857,0.333333333,0.238095238,1.333333333,0.714285714,FRE,1999
3,"Prescott, Ashley",21,12.19047619,4.047619048,5.952380952,18.14285714,0.19047619,0.19047619,0.047619048,1.666666667,1.761904762,3.238095238,3.095238095,2.285714286,0.761904762,0.761904762,0.047619048,5.952380952,12.38095238,0.238095238,0.380952381,0.619047619,0.380952381,FRE,1999
4,"Black, Heath",20,11.25,3.7,6.9,18.15,0.65,0.7,0,0.95,0.95,3.55,1.7,1.05,0.45,0.95,0.1,6.25,12.25,0.1,0.8,0.85,0.75,FRE,1999
5,"Wira, Brad",21,10.42857143,4.285714286,5.666666667,16.0952381,0.476190476,0.333333333,0,0.238095238,2.904761905,2.380952381,0.80952381,1.380952381,1,0.428571429,0,5.19047619,10.9047619,0.285714286,0.523809524,0.761904762,0.380952381,FRE,1999
6,"Bandy, Daniel",20,9.65,6.25,7.05,16.7,0.65,0.6,13.6,0.95,1.25,2.8,2.2,1.85,1.1,1.05,0.1,6.15,10.9,0.95,1.05,1.25,0.05,FRE,1999
7,"Gale, Mark",19,11.47368421,4.684210526,5.578947368,17.05263158,0.368421053,0.368421053,0,0.842105263,2,3.578947368,1,1.368421053,0.473684211,0.526315789,0,3.631578947,13.47368421,0.052631579,0.578947368,0.631578947,0.684210526,FRE,1999
8,"Clement, James",22,10.5,4.772727273,3.227272727,13.72727273,0.227272727,0.136363636,0.090909091,1.318181818,3.954545455,1.590909091,0.227272727,1.636363636,0.954545455,1.318181818,0.045454545,5.590909091,7.863636364,1.272727273,0.272727273,0.909090909,0.363636364,FRE,1999
9,"Waterhouse, Clive",22,8.909090909,4.818181818,3.954545455,12.86363636,1.909090909,1.545454545,0.318181818,0.545454545,0,3.454545455,0.954545455,1.590909091,0.863636364,0.681818182,0.136363636,6.363636364,6.954545455,1.409090909,2.090909091,0.681818182,0.409090909,FRE,1999
10,"Holland, Brodie",18,9.777777778,4.388888889,5.833333333,15.61111111,1,0.5,0,0.555555556,0.5,3,2.5,1.166666667,0.888888889,0.611111111,0,5.944444444,10.61111111,0.166666667,0.666666667,0.333333333,0.388888889,FRE,1999
11,"Parker, Shane",22,7.181818182,3.045454545,5.590909091,12.77272727,0,0.090909091,0.045454545,1.136363636,2.681818182,0.863636364,0.590909091,1.727272727,0.818181818,0.681818182,0.090909091,5.818181818,6.681818182,0.409090909,0.045454545,0.5,0.818181818,FRE,1999
12,"McManus, Shaun",15,12.33333333,4.666666667,4.533333333,16.86666667,0.466666667,0.666666667,0,1.4,1.066666667,3.6,2,1.733333333,0.733333333,1.6,0,5.4,11.93333333,0.6,0.4,0.8,0.666666667,FRE,1999
13,"Harding, Greg",16,9.3125,4.25,6.4375,15.75,0.0625,0.0625,0,0.875,2.375,1.8125,0.875,1.3125,0.5625,0.5625,0,5,11.25,0.25,0.0625,0.625,0.5,FRE,1999
14,"Bond, Chris",19,7.789473684,2.368421053,4.263157895,12.05263158,0.052631579,0.052631579,0.052631579,1.105263158,1.473684211,1.736842105,1.315789474,1.473684211,1.105263158,1.368421053,0,4.263157895,8,0.052631579,0.105263158,1.315789474,0,FRE,1999
15,"Shipp, Andrew",16,7.125,3.125,6.125,13.25,0.75,0.5,0,1.4375,0.5,2.4375,1.4375,1,1.4375,0.875,0,7.625,6.0625,1,0.8125,0.875,0,FRE,1999
16,"Callaghan, Craig",14,10.85714286,3.428571429,3.357142857,14.21428571,0.714285714,0.714285714,0.071428571,1.857142857,1,2.142857143,1.714285714,1.571428571,0.785714286,0.642857143,0,4.857142857,9.357142857,0.071428571,0.928571429,1.571428571,0.285714286,FRE,1999
17,"OReilly, Stephen",17,8.176470588,4,2.941176471,11.11764706,0.352941176,0.352941176,0.352941176,1.294117647,1.352941176,1.823529412,0.588235294,0.823529412,1.058823529,0.588235294,0.117647059,4.882352941,6.411764706,1.058823529,0.647058824,1.411764706,0.352941176,FRE,1999
18,"Modra, Tony",20,8.3,4.05,0.85,9.15,3.55,2.15,0.15,0.35,0,0.4,0.05,0.4,0.9,1.1,0.25,4.5,3.9,1.65,3.8,0.8,0.15,FRE,1999
19,"Michael, Clem",13,4.769230769,3.692307692,5.692307692,10.46153846,0.615384615,0.230769231,14,1.307692308,0.307692308,2,3.230769231,0.846153846,0.615384615,0.923076923,0.076923077,5.615384615,4.615384615,1.384615385,0.846153846,1.538461538,0.076923077,FRE,1999
20,"Sinclair, Jess",11,9.272727273,3.090909091,3.090909091,12.36363636,0.454545455,0.545454545,0,0.909090909,0.909090909,2,1.181818182,0.909090909,0.818181818,0.636363636,0.090909091,5.090909091,7.090909091,0.272727273,0.272727273,0.636363636,0.454545455,FRE,1999
21,"Wills, Andrew",11,8,3.818181818,3.818181818,11.81818182,0.818181818,0.545454545,0,1.363636364,1,2.818181818,1.454545455,2,0.636363636,0.727272727,0,4.090909091,7.454545455,0.181818182,0.545454545,1,0.727272727,FRE,1999
22,"Walker, James",9,7.111111111,3.222222222,7,14.11111111,0,0.111111111,0,1.333333333,2.222222222,1.222222222,1.444444444,1.888888889,0.444444444,0.444444444,0,5.666666667,9,0.222222222,0.222222222,0.666666667,0,FRE,1999
23,"Carroll, Trent",14,5.142857143,2.928571429,2.928571429,8.071428571,0,0.071428571,0.214285714,0.928571429,2.142857143,0.571428571,0.5,0.857142857,0.357142857,1.142857143,0,4.214285714,4.142857143,0.928571429,0.071428571,1.071428571,0.071428571,FRE,1999
24,"Taylor, Garth",14,4.928571429,2.642857143,2.642857143,7.571428571,0.928571429,0.571428571,0,0.785714286,0.142857143,1.642857143,0.285714286,0.928571429,0.5,0.357142857,0.214285714,2.785714286,4.642857143,0.214285714,0.642857143,0.142857143,0,FRE,1999
25,"Toia, Luke",8,5.75,2.625,4.875,10.625,0,0.625,0,1.5,0.5,1.75,0.5,0.875,0.875,0.625,0,3.5,7.625,0,0.375,1.125,0.25,FRE,1999
26,"Burton, Matthew",7,5,3.571428571,6.571428571,11.57142857,0.428571429,0.571428571,15.57142857,0.142857143,0.714285714,1.571428571,3.428571429,1.571428571,1.285714286,0.142857143,0,4.714285714,7.142857143,0.571428571,0.714285714,0.857142857,0,FRE,1999
27,"Dodd, Brad",6,4.666666667,2.333333333,5.333333333,10,0,0,0,0.833333333,0.666666667,1.5,1.5,0.333333333,0,1.166666667,0,2.833333333,7,0.333333333,0.166666667,0.166666667,0.166666667,FRE,1999
28,"Mann, Peter",7,4.571428571,2.714285714,3.285714286,7.857142857,0.142857143,0.142857143,0.714285714,0.571428571,2,1.142857143,0.285714286,0.428571429,0.428571429,1,0,3.714285714,4.142857143,0.571428571,0.142857143,0.857142857,0,FRE,1999
29,"Clucas, Matthew",4,8,4.75,3.5,11.5,0.25,0,0,2.25,0.25,3,1,1,0.25,0.5,0,2.25,9.25,0.25,0.5,0.25,0,FRE,1999
30,"Delaney, Tony",3,5.333333333,3.333333333,4.333333333,9.666666667,0.666666667,0.333333333,0,0.666666667,0,2.333333333,1,0.333333333,0.333333333,0.333333333,0,4.333333333,5.333333333,0.333333333,0.333333333,1.333333333,0,FRE,1999
31,"Grover, Antoni",2,7.5,3.5,7,14.5,0,0,0.5,1.5,2.5,3,0,2,1,0,0,8,7,0,0,1,0,FRE,1999
32,"Bolton, Darren",2,3.5,1,4,7.5,0,0,0,1,0,1.5,2,1,0.5,0.5,0,3.5,4.5,0,0,0,0,FRE,1999
33,"Parker, Daniel",2,3,1.5,2.5,5.5,0,0,0.5,1,0,1.5,0,0.5,1,1,0,3.5,2,1,0,1,0,FRE,1999
34,"Maher, Paul",2,4.5,2.5,0.5,5,0.5,1,1,0,0,2,0,0,0,0.5,0,1,4,0,0.5,0,0,FRE,1999
35,"Koops, Steven",1,4,1,3,7,0,0,0,1,0,2,2,0,0,0,0,6,1,0,0,0,0,FRE,1999
36,"Longmuir, Justin",1,2,1,3,5,1,0,4,1,1,1,2,2,0,1,0,2,3,0,1,0,1,FRE,1999
37,"Clark, Michael",1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,FRE,1999
38,"Hargraves, Daniel",1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,FRE,1999
0,"Arnott, Simon",22,12.45454545,4.454545455,7.5,19.95454545,0.727272727,0.681818182,0.227272727,1,1.181818182,4.545454545,2.181818182,1.772727273,0.545454545,0.318181818,0.227272727,7.227272727,12.63636364,0.5,0.727272727,1,0.227272727,GEE,1999
